,State,Total_Expenses,Sales,Profit,Market,Trade,Product_Type,Inventory,Type,New_Column
1023,Illinois,91.0,509.0,220.0,Central,66,Espresso,1417.0,Decaf,600.0
1024,Illinois,42.0,276.0,121.0,Central,31,Herbal Tea,897.0,Decaf,318.0
1025,Illinois,46.0,301.0,132.0,Central,34,Herbal Tea,941.0,Decaf,347.0
1026,Illinois,39.0,259.0,156.0,Central,27,Herbal Tea,766.0,Decaf,298.0
1027,Illinois,39.0,274.0,167.0,Central,31,Herbal Tea,897.0,Decaf,313.0
1028,Illinois,39.0,190.0,68.0,Central,27,Herbal Tea,623.0,Decaf,229.0
1029,Illinois,39.0,193.0,70.0,Central,27,Herbal Tea,603.0,Decaf,232.0
1030,Illinois,40.0,190.0,67.0,Central,27,Herbal Tea,574.0,Decaf,230.0
1031,Illinois,31.0,132.0,43.0,Central,19,Herbal Tea,548.0,Decaf,163.0
1032,Illinois,24.0,90.0,27.0,Central,12,Herbal Tea,541.0,Decaf,114.0
1033,Illinois,39.0,206.0,104.0,Central,27,Herbal Tea,603.0,Decaf,245.0
1034,Illinois,33.0,198.0,84.0,Central,22,Herbal Tea,984.0,Decaf,231.0
1035,Illinois,36.0,210.0,88.0,Central,24,Herbal Tea,1003.0,Decaf,246.0
1036,Illinois,42.0,298.0,184.0,Central,34,Herbal Tea,947.0,Decaf,340.0
1037,Illinois,34.0,212.0,125.0,Central,22,Tea,588.0,Regular,246.0
1038,Illinois,26.0,142.0,79.0,Central,15,Tea,601.0,Regular,168.0
1039,Illinois,55.0,189.0,59.0,Central,24,Tea,549.0,Regular,244.0
1040,Illinois,53.0,170.0,49.0,Central,22,Tea,559.0,Regular,223.0
1041,Illinois,55.0,189.0,59.0,Central,24,Tea,659.0,Regular,244.0
1042,Illinois,54.0,168.0,47.0,Central,22,Tea,677.0,Regular,222.0
1043,Illinois,48.0,159.0,61.0,Central,21,Tea,593.0,Regular,207.0
1044,Illinois,50.0,160.0,59.0,Central,19,Tea,656.0,Regular,210.0
1045,Illinois,61.0,298.0,115.0,Central,39,Coffee,801.0,Decaf,359.0
1046,Illinois,110.0,545.0,201.0,Central,77,Espresso,1282.0,Regular,655.0
1047,Illinois,113.0,614.0,321.0,Central,81,Espresso,1744.0,Regular,727.0
1048,Illinois,46.0,302.0,133.0,Central,34,Herbal Tea,928.0,Decaf,348.0
1049,Illinois,46.0,302.0,133.0,Central,34,Herbal Tea,915.0,Decaf,348.0
1050,Illinois,38.0,254.0,153.0,Central,29,Herbal Tea,952.0,Decaf,292.0
1051,Illinois,46.0,322.0,197.0,Central,34,Herbal Tea,915.0,Decaf,368.0
1052,Illinois,45.0,309.0,188.0,Central,33,Herbal Tea,930.0,Decaf,354.0
1053,Illinois,38.0,190.0,92.0,Central,25,Herbal Tea,593.0,Decaf,228.0
1054,Illinois,33.0,211.0,125.0,Central,22,Herbal Tea,984.0,Decaf,244.0
1055,Illinois,33.0,201.0,117.0,Central,21,Tea,449.0,Regular,234.0
1056,Illinois,33.0,211.0,125.0,Central,22,Tea,441.0,Regular,244.0
1057,Illinois,25.0,131.0,71.0,Central,14,Tea,589.0,Regular,156.0
1058,Illinois,54.0,180.0,54.0,Central,23,Tea,558.0,Regular,234.0
1059,Illinois,55.0,201.0,88.0,Central,24,Tea,549.0,Regular,256.0
1060,Illinois,54.0,179.0,70.0,Central,22,Tea,677.0,Regular,233.0
1061,Illinois,94.0,391.0,177.0,Central,50,Coffee,829.0,Regular,485.0
1062,Illinois,55.0,271.0,141.0,Central,33,Coffee,596.0,Decaf,326.0
1063,Illinois,119.0,612.0,230.0,Central,86,Espresso,1433.0,Regular,731.0
1064,Illinois,111.0,607.0,317.0,Central,86,Espresso,1433.0,Regular,718.0
1065,Illinois,113.0,628.0,333.0,Central,89,Espresso,1616.0,Regular,741.0
1066,Illinois,121.0,681.0,362.0,Central,97,Espresso,1714.0,Regular,802.0
1067,Illinois,91.0,478.0,148.0,Central,66,Espresso,1417.0,Decaf,569.0
1068,Illinois,92.0,510.0,218.0,Central,63,Espresso,1459.0,Decaf,602.0
1069,Illinois,89.0,516.0,228.0,Central,72,Espresso,1559.0,Decaf,605.0
1070,Illinois,94.0,531.0,230.0,Central,69,Espresso,1775.0,Decaf,625.0
1071,Illinois,90.0,509.0,221.0,Central,66,Espresso,1755.0,Decaf,599.0
1072,Illinois,94.0,534.0,233.0,Central,70,Espresso,1820.0,Decaf,628.0
1073,Illinois,40.0,256.0,112.0,Central,29,Herbal Tea,821.0,Decaf,296.0
1074,Illinois,37.0,245.0,148.0,Central,24,Herbal Tea,777.0,Decaf,282.0
1075,Illinois,37.0,254.0,155.0,Central,29,Herbal Tea,821.0,Decaf,291.0
1076,Illinois,39.0,190.0,68.0,Central,27,Herbal Tea,613.0,Decaf,229.0
1077,Illinois,25.0,92.0,27.0,Central,13,Herbal Tea,536.0,Decaf,117.0
1078,Illinois,27.0,99.0,29.0,Central,14,Herbal Tea,531.0,Decaf,126.0
1079,Illinois,41.0,213.0,106.0,Central,27,Herbal Tea,623.0,Decaf,254.0
1080,Illinois,39.0,202.0,101.0,Central,27,Herbal Tea,613.0,Decaf,241.0
1081,Illinois,36.0,188.0,94.0,Central,27,Herbal Tea,584.0,Decaf,224.0
1082,Illinois,37.0,188.0,92.0,Central,27,Herbal Tea,574.0,Decaf,225.0
1083,Illinois,37.0,197.0,99.0,Central,28,Herbal Tea,564.0,Decaf,234.0
1084,Illinois,38.0,234.0,101.0,Central,26,Herbal Tea,821.0,Decaf,272.0
1085,Illinois,37.0,234.0,102.0,Central,26,Herbal Tea,799.0,Decaf,271.0
1086,Illinois,40.0,256.0,112.0,Central,29,Herbal Tea,871.0,Decaf,296.0
1087,Illinois,39.0,245.0,106.0,Central,28,Herbal Tea,981.0,Decaf,284.0
1088,Illinois,39.0,261.0,157.0,Central,28,Herbal Tea,981.0,Decaf,300.0
1089,Illinois,55.0,180.0,53.0,Central,23,Tea,541.0,Regular,235.0
1090,Illinois,50.0,150.0,40.0,Central,19,Tea,656.0,Regular,200.0
1091,Illinois,53.0,181.0,73.0,Central,22,Tea,559.0,Regular,234.0
1092,Illinois,111.0,478.0,167.0,Central,66,Coffee,1095.0,Regular,589.0
1093,Illinois,93.0,367.0,120.0,Central,50,Coffee,1132.0,Regular,460.0
1094,Illinois,100.0,412.0,139.0,Central,57,Coffee,1150.0,Regular,512.0
1095,Illinois,94.0,386.0,173.0,Central,47,Coffee,862.0,Regular,480.0
1096,Illinois,113.0,562.0,287.0,Central,78,Coffee,1190.0,Regular,675.0
1097,Illinois,93.0,391.0,178.0,Central,50,Coffee,1132.0,Regular,484.0
1098,Illinois,100.0,439.0,206.0,Central,57,Coffee,1150.0,Regular,539.0
1099,Illinois,61.0,298.0,115.0,Central,39,Coffee,789.0,Decaf,359.0
1100,Illinois,59.0,278.0,106.0,Central,36,Coffee,803.0,Decaf,337.0
1101,Illinois,56.0,285.0,151.0,Central,34,Coffee,585.0,Decaf,341.0
1102,Illinois,64.0,342.0,186.0,Central,45,Coffee,764.0,Decaf,406.0
1103,Illinois,61.0,318.0,171.0,Central,39,Coffee,789.0,Decaf,379.0
1104,Illinois,117.0,598.0,224.0,Central,84,Espresso,1662.0,Regular,715.0
1105,Illinois,113.0,576.0,216.0,Central,81,Espresso,1744.0,Regular,689.0
1106,Illinois,110.0,581.0,298.0,Central,77,Espresso,1282.0,Regular,691.0
1107,Illinois,90.0,509.0,221.0,Central,66,Espresso,1464.0,Decaf,599.0
1108,Illinois,91.0,527.0,232.0,Central,74,Espresso,1819.0,Decaf,618.0
1109,Illinois,39.0,243.0,105.0,Central,27,Herbal Tea,766.0,Decaf,282.0
1110,Illinois,43.0,298.0,182.0,Central,34,Herbal Tea,941.0,Decaf,341.0
1111,Illinois,46.0,312.0,139.0,Central,35,Herbal Tea,1007.0,Decaf,358.0
1112,Illinois,41.0,265.0,116.0,Central,30,Herbal Tea,971.0,Decaf,306.0
1113,Illinois,38.0,247.0,147.0,Central,26,Herbal Tea,809.0,Decaf,285.0
1114,Illinois,39.0,261.0,157.0,Central,28,Herbal Tea,822.0,Decaf,300.0
1115,Illinois,41.0,282.0,172.0,Central,30,Herbal Tea,971.0,Decaf,323.0
1116,Illinois,33.0,198.0,84.0,Central,22,Tea,441.0,Regular,231.0
1117,Illinois,34.0,198.0,83.0,Central,22,Tea,460.0,Regular,232.0
1118,Illinois,37.0,230.0,99.0,Central,26,Tea,608.0,Regular,267.0
1119,Illinois,34.0,199.0,84.0,Central,22,Tea,588.0,Regular,233.0
1120,Illinois,33.0,199.0,116.0,Central,21,Tea,580.0,Regular,232.0
1121,Illinois,52.0,160.0,44.0,Central,21,Tea,593.0,Regular,212.0
1122,Illinois,48.0,131.0,31.0,Central,17,Tea,668.0,Regular,179.0
1123,Illinois,57.0,201.0,84.0,Central,23,Tea,558.0,Regular,258.0
1124,Illinois,55.0,192.0,79.0,Central,23,Tea,541.0,Regular,247.0
1125,Illinois,46.0,130.0,41.0,Central,17,Tea,662.0,Regular,176.0
1126,Illinois,55.0,194.0,82.0,Central,23,Tea,650.0,Regular,249.0
1127,Illinois,108.0,467.0,163.0,Central,64,Coffee,1167.0,Regular,575.0
1128,Illinois,116.0,534.0,194.0,Central,73,Coffee,1191.0,Regular,650.0
1129,Illinois,55.0,254.0,95.0,Central,33,Coffee,596.0,Decaf,309.0
1130,Illinois,59.0,309.0,168.0,Central,40,Coffee,671.0,Decaf,368.0
1131,Illinois,67.0,373.0,207.0,Central,49,Coffee,833.0,Decaf,440.0
1132,Illinois,61.0,318.0,171.0,Central,39,Coffee,801.0,Decaf,379.0
1133,Illinois,59.0,296.0,157.0,Central,36,Coffee,803.0,Decaf,355.0
1134,Illinois,99.0,532.0,167.0,Central,74,Espresso,1797.0,Decaf,631.0
1135,Illinois,83.0,423.0,129.0,Central,59,Espresso,1778.0,Decaf,506.0
1136,Illinois,92.0,527.0,230.0,Central,74,Espresso,1797.0,Decaf,619.0
1137,Illinois,83.0,451.0,191.0,Central,59,Espresso,1778.0,Decaf,534.0
1138,Illinois,37.0,238.0,141.0,Central,25,Herbal Tea,777.0,Decaf,275.0
1139,Illinois,29.0,120.0,39.0,Central,17,Herbal Tea,554.0,Decaf,149.0
1140,Illinois,38.0,232.0,99.0,Central,26,Herbal Tea,809.0,Decaf,270.0
1141,Illinois,36.0,210.0,88.0,Central,24,Tea,499.0,Regular,246.0
1142,Illinois,25.0,123.0,48.0,Central,14,Tea,589.0,Regular,148.0
1143,Illinois,33.0,208.0,121.0,Central,24,Tea,499.0,Regular,241.0
1144,Illinois,55.0,182.0,55.0,Central,23,Tea,650.0,Regular,237.0
1145,Iowa,16.0,45.0,11.0,Central,5,Coffee,821.0,Regular,61.0
1146,Iowa,19.0,61.0,17.0,Central,7,Coffee,854.0,Regular,80.0
1147,Iowa,16.0,48.0,13.0,Central,5,Coffee,848.0,Regular,64.0
1148,Iowa,17.0,48.0,15.0,Central,5,Coffee,818.0,Regular,65.0
1149,Iowa,16.0,49.0,17.0,Central,5,Coffee,829.0,Regular,65.0
1150,Iowa,16.0,57.0,25.0,Central,6,Coffee,843.0,Regular,73.0
1151,Iowa,18.0,62.0,26.0,Central,7,Coffee,851.0,Regular,80.0
1152,Iowa,16.0,51.0,19.0,Central,5,Coffee,848.0,Regular,67.0
1153,Iowa,29.0,63.0,6.0,Central,8,Coffee,961.0,Regular,92.0
1154,Iowa,32.0,72.0,7.0,Central,10,Coffee,1003.0,Regular,104.0
1155,Iowa,30.0,65.0,4.0,Central,8,Coffee,964.0,Regular,95.0
1156,Iowa,30.0,74.0,12.0,Central,10,Coffee,1010.0,Regular,104.0
1157,Iowa,32.0,89.0,21.0,Central,12,Coffee,1007.0,Regular,121.0
1158,Iowa,19.0,49.0,9.0,Central,6,Coffee,614.0,Decaf,68.0
1159,Iowa,15.0,24.0,-1.0,Central,3,Coffee,594.0,Decaf,39.0
1160,Iowa,19.0,58.0,18.0,Central,7,Coffee,617.0,Decaf,77.0
1161,Iowa,17.0,37.0,4.0,Central,4,Coffee,600.0,Decaf,54.0
1162,Iowa,16.0,25.0,-4.0,Central,3,Coffee,596.0,Decaf,41.0
1163,Iowa,17.0,47.0,11.0,Central,5,Espresso,774.0,Regular,64.0
1164,Iowa,17.0,49.0,12.0,Central,5,Espresso,784.0,Regular,66.0
1165,Iowa,17.0,58.0,18.0,Central,6,Espresso,800.0,Regular,75.0
1166,Iowa,17.0,62.0,27.0,Central,6,Espresso,803.0,Regular,79.0
1167,Iowa,12.0,43.0,31.0,Central,0,Espresso,602.0,Decaf,55.0
1168,Iowa,11.0,43.0,32.0,Central,0,Espresso,473.0,Decaf,54.0
1169,Iowa,11.0,46.0,47.0,Central,0,Espresso,774.0,Decaf,57.0
1170,Iowa,129.0,678.0,258.0,Central,96,Herbal Tea,1742.0,Decaf,807.0
1171,Iowa,110.0,607.0,319.0,Central,86,Herbal Tea,1433.0,Decaf,717.0
1172,Iowa,116.0,628.0,326.0,Central,83,Herbal Tea,1686.0,Decaf,744.0
1173,Iowa,117.0,637.0,332.0,Central,84,Herbal Tea,1662.0,Decaf,754.0
1174,Iowa,56.0,267.0,102.0,Central,34,Herbal Tea,585.0,Decaf,323.0
1175,Iowa,63.0,301.0,115.0,Central,39,Herbal Tea,611.0,Decaf,364.0
1176,Iowa,68.0,345.0,136.0,Central,45,Herbal Tea,764.0,Decaf,413.0
1177,Iowa,72.0,376.0,150.0,Central,49,Herbal Tea,833.0,Decaf,448.0
1178,Iowa,62.0,312.0,123.0,Central,40,Herbal Tea,830.0,Decaf,374.0
1179,Iowa,63.0,321.0,171.0,Central,39,Herbal Tea,611.0,Decaf,384.0
1180,Iowa,91.0,478.0,148.0,Central,66,Tea,1464.0,Regular,569.0
1181,Iowa,91.0,510.0,220.0,Central,63,Tea,1459.0,Regular,601.0
1182,Iowa,89.0,516.0,228.0,Central,72,Tea,1559.0,Regular,605.0
1183,Iowa,92.0,527.0,230.0,Central,74,Tea,1797.0,Regular,619.0
1184,Iowa,126.0,546.0,175.0,Central,93,Tea,1419.0,Regular,672.0
1185,Iowa,135.0,602.0,197.0,Central,102,Tea,1834.0,Regular,737.0
1186,Iowa,127.0,545.0,173.0,Central,93,Tea,1784.0,Regular,672.0
1187,Iowa,17.0,47.0,11.0,Central,5,Coffee,820.0,Regular,64.0
1188,Iowa,17.0,50.0,16.0,Central,5,Coffee,820.0,Regular,67.0
1189,Iowa,16.0,55.0,22.0,Central,5,Coffee,846.0,Regular,71.0
1190,Iowa,30.0,61.0,3.0,Central,8,Coffee,964.0,Regular,91.0
1191,Iowa,30.0,68.0,7.0,Central,9,Coffee,976.0,Regular,98.0
1192,Iowa,30.0,68.0,7.0,Central,9,Coffee,1000.0,Regular,98.0
1193,Iowa,29.0,67.0,9.0,Central,8,Coffee,958.0,Regular,96.0
1194,Iowa,32.0,77.0,10.0,Central,10,Coffee,1003.0,Regular,109.0
1195,Iowa,30.0,72.0,10.0,Central,9,Coffee,1000.0,Regular,102.0
1196,Iowa,30.0,68.0,7.0,Central,8,Coffee,1003.0,Regular,98.0
1197,Iowa,19.0,52.0,11.0,Central,7,Coffee,611.0,Decaf,71.0
1198,Iowa,20.0,60.0,19.0,Central,7,Coffee,623.0,Decaf,80.0
1199,Iowa,18.0,52.0,15.0,Central,7,Coffee,611.0,Decaf,70.0
1200,Iowa,18.0,52.0,15.0,Central,7,Coffee,608.0,Decaf,70.0
1201,Iowa,17.0,53.0,15.0,Central,5,Espresso,798.0,Regular,70.0
1202,Iowa,17.0,58.0,18.0,Central,6,Espresso,803.0,Regular,75.0
1203,Iowa,18.0,56.0,16.0,Central,6,Espresso,802.0,Regular,74.0
1204,Iowa,18.0,58.0,17.0,Central,6,Espresso,807.0,Regular,76.0
1205,Iowa,16.0,44.0,13.0,Central,4,Espresso,772.0,Regular,60.0
1206,Iowa,16.0,46.0,15.0,Central,4,Espresso,776.0,Regular,62.0
1207,Iowa,16.0,49.0,17.0,Central,5,Espresso,784.0,Regular,65.0
1208,Iowa,18.0,60.0,24.0,Central,6,Espresso,802.0,Regular,78.0
1209,Iowa,18.0,62.0,25.0,Central,6,Espresso,807.0,Regular,80.0
1210,Iowa,12.0,43.0,31.0,Central,0,Espresso,645.0,Decaf,55.0
1211,Iowa,12.0,43.0,31.0,Central,0,Espresso,516.0,Decaf,55.0
1212,Iowa,17.0,48.0,16.0,Central,4,Espresso,777.0,Decaf,65.0
1213,Iowa,12.0,46.0,46.0,Central,0,Espresso,387.0,Decaf,58.0
1214,Iowa,121.0,681.0,362.0,Central,97,Herbal Tea,1714.0,Decaf,802.0
1215,Iowa,113.0,614.0,321.0,Central,81,Herbal Tea,1744.0,Decaf,727.0
1216,Iowa,63.0,312.0,122.0,Central,40,Herbal Tea,671.0,Decaf,375.0
1217,Iowa,66.0,373.0,208.0,Central,49,Herbal Tea,817.0,Decaf,439.0
1218,Iowa,61.0,318.0,171.0,Central,39,Herbal Tea,801.0,Decaf,379.0
1219,Iowa,62.0,318.0,169.0,Central,39,Herbal Tea,789.0,Decaf,380.0
1220,Iowa,62.0,332.0,183.0,Central,40,Herbal Tea,830.0,Decaf,394.0
1221,Iowa,91.0,478.0,148.0,Central,66,Tea,1417.0,Regular,569.0
1222,Iowa,99.0,532.0,167.0,Central,74,Tea,1819.0,Regular,631.0
1223,Iowa,99.0,532.0,167.0,Central,74,Tea,1797.0,Regular,631.0
1224,Iowa,90.0,509.0,221.0,Central,66,Tea,1755.0,Regular,599.0
1225,Iowa,125.0,534.0,169.0,Central,91,Tea,1391.0,Regular,659.0
1226,Iowa,126.0,546.0,175.0,Central,93,Tea,1369.0,Regular,672.0
1227,Iowa,132.0,578.0,186.0,Central,98,Tea,1423.0,Regular,710.0
1228,Iowa,141.0,632.0,207.0,Central,107,Tea,1809.0,Regular,773.0
1229,Iowa,125.0,584.0,262.0,Central,100,Tea,1538.0,Regular,709.0
1230,Iowa,126.0,598.0,272.0,Central,102,Tea,1714.0,Regular,724.0
1231,Iowa,126.0,597.0,272.0,Central,102,Tea,1834.0,Regular,723.0
1232,Iowa,131.0,626.0,286.0,Central,107,Tea,1809.0,Regular,757.0
1233,Iowa,129.0,604.0,272.0,Central,96,Tea,1756.0,Regular,733.0
1234,Iowa,16.0,52.0,15.0,Central,5,Coffee,846.0,Regular,68.0
1235,Iowa,16.0,39.0,8.0,Central,4,Coffee,848.0,Regular,55.0
1236,Iowa,17.0,50.0,17.0,Central,5,Coffee,821.0,Regular,67.0
1237,Iowa,15.0,44.0,15.0,Central,4,Coffee,851.0,Regular,59.0
1238,Iowa,30.0,70.0,8.0,Central,9,Coffee,996.0,Regular,100.0
1239,Iowa,34.0,90.0,15.0,Central,12,Coffee,1007.0,Regular,124.0
1240,Iowa,30.0,64.0,5.0,Central,8,Coffee,1003.0,Regular,94.0
1241,Iowa,30.0,69.0,8.0,Central,9,Coffee,1009.0,Regular,99.0
1242,Iowa,19.0,54.0,12.0,Central,7,Coffee,617.0,Decaf,73.0
1243,Iowa,17.0,35.0,3.0,Central,4,Coffee,600.0,Decaf,52.0
1244,Iowa,15.0,43.0,11.0,Central,4,Espresso,777.0,Regular,58.0
1245,Iowa,16.0,43.0,10.0,Central,4,Espresso,776.0,Regular,59.0
1246,Iowa,16.0,48.0,17.0,Central,4,Espresso,777.0,Regular,64.0
1247,Iowa,16.0,53.0,21.0,Central,5,Espresso,798.0,Regular,69.0
1248,Iowa,16.0,57.0,25.0,Central,6,Espresso,806.0,Regular,73.0
1249,Iowa,16.0,43.0,10.0,Central,4,Espresso,777.0,Decaf,59.0
1250,Iowa,11.0,43.0,32.0,Central,0,Espresso,731.0,Decaf,54.0
1251,Iowa,11.0,43.0,43.0,Central,0,Espresso,645.0,Decaf,54.0
1252,Iowa,11.0,43.0,43.0,Central,0,Espresso,602.0,Decaf,54.0
1253,Iowa,11.0,43.0,43.0,Central,0,Espresso,559.0,Decaf,54.0
1254,Iowa,11.0,43.0,43.0,Central,0,Espresso,516.0,Decaf,54.0
1255,Iowa,12.0,46.0,46.0,Central,0,Espresso,430.0,Decaf,58.0
1256,Iowa,11.0,46.0,47.0,Central,0,Espresso,344.0,Decaf,57.0
1257,Iowa,110.0,545.0,201.0,Central,77,Herbal Tea,1282.0,Decaf,655.0
1258,Iowa,115.0,587.0,220.0,Central,83,Herbal Tea,1316.0,Decaf,702.0
1259,Iowa,118.0,612.0,231.0,Central,86,Herbal Tea,1433.0,Decaf,730.0
1260,Iowa,110.0,581.0,298.0,Central,77,Herbal Tea,1282.0,Decaf,691.0
1261,Iowa,112.0,604.0,315.0,Central,80,Herbal Tea,1260.0,Decaf,716.0
1262,Iowa,115.0,626.0,326.0,Central,83,Herbal Tea,1316.0,Decaf,741.0
1263,Iowa,113.0,628.0,333.0,Central,89,Herbal Tea,1616.0,Decaf,741.0
1264,Iowa,53.0,234.0,86.0,Central,30,Herbal Tea,608.0,Decaf,287.0
1265,Iowa,55.0,254.0,95.0,Central,33,Herbal Tea,596.0,Decaf,309.0
1266,Iowa,61.0,298.0,115.0,Central,39,Herbal Tea,801.0,Decaf,359.0
1267,Iowa,59.0,309.0,168.0,Central,40,Herbal Tea,671.0,Decaf,368.0
1268,Iowa,67.0,373.0,207.0,Central,49,Herbal Tea,833.0,Decaf,440.0
1269,Iowa,88.0,457.0,141.0,Central,63,Tea,1436.0,Regular,545.0
1270,Iowa,90.0,478.0,149.0,Central,66,Tea,1755.0,Regular,568.0
1271,Iowa,90.0,516.0,226.0,Central,72,Tea,1715.0,Regular,606.0
1272,Iowa,92.0,527.0,230.0,Central,74,Tea,1819.0,Regular,619.0
1273,Iowa,94.0,531.0,230.0,Central,69,Tea,1775.0,Regular,625.0
1274,Iowa,83.0,451.0,191.0,Central,59,Tea,1778.0,Regular,534.0
1275,Iowa,134.0,589.0,190.0,Central,100,Tea,1538.0,Regular,723.0
1276,Iowa,135.0,603.0,197.0,Central,102,Tea,1714.0,Regular,738.0
1277,Iowa,129.0,567.0,183.0,Central,96,Tea,1756.0,Regular,696.0
1278,Iowa,126.0,582.0,260.0,Central,93,Tea,1369.0,Regular,708.0
1279,Iowa,132.0,616.0,276.0,Central,98,Tea,1423.0,Regular,748.0
1280,Iowa,144.0,697.0,321.0,Central,111,Tea,1838.0,Regular,841.0
1281,Iowa,17.0,58.0,18.0,Central,6,Coffee,843.0,Regular,75.0
1282,Iowa,19.0,63.0,19.0,Central,7,Coffee,851.0,Regular,82.0
1283,Iowa,15.0,41.0,10.0,Central,4,Coffee,851.0,Regular,56.0
1284,Iowa,29.0,62.0,5.0,Central,8,Coffee,965.0,Regular,91.0
1285,Iowa,29.0,63.0,6.0,Central,8,Coffee,958.0,Regular,92.0
1286,Iowa,30.0,69.0,8.0,Central,8,Coffee,965.0,Regular,99.0
1287,Iowa,29.0,67.0,9.0,Central,8,Coffee,961.0,Regular,96.0
1288,Iowa,28.0,69.0,11.0,Central,9,Coffee,996.0,Regular,97.0
1289,Iowa,30.0,74.0,12.0,Central,9,Coffee,1009.0,Regular,104.0
1290,Iowa,17.0,32.0,1.0,Central,4,Coffee,602.0,Decaf,49.0
1291,Iowa,15.0,23.0,-2.0,Central,3,Coffee,598.0,Decaf,38.0
1292,Iowa,16.0,23.0,-3.0,Central,3,Coffee,596.0,Decaf,39.0
1293,Iowa,19.0,58.0,18.0,Central,7,Coffee,620.0,Decaf,77.0
1294,Iowa,19.0,52.0,13.0,Central,6,Coffee,614.0,Decaf,71.0
1295,Iowa,16.0,32.0,1.0,Central,4,Coffee,602.0,Decaf,48.0
1296,Iowa,15.0,25.0,-3.0,Central,3,Coffee,598.0,Decaf,40.0
1297,Iowa,16.0,49.0,13.0,Central,5,Espresso,808.0,Regular,65.0
1298,Iowa,17.0,62.0,27.0,Central,6,Espresso,800.0,Regular,79.0
1299,Iowa,12.0,43.0,31.0,Central,0,Espresso,559.0,Decaf,55.0
1300,Iowa,11.0,43.0,32.0,Central,0,Espresso,344.0,Decaf,54.0
1301,Iowa,110.0,546.0,202.0,Central,77,Herbal Tea,1310.0,Decaf,656.0
1302,Iowa,112.0,567.0,212.0,Central,80,Herbal Tea,1260.0,Decaf,679.0
1303,Iowa,121.0,634.0,241.0,Central,89,Herbal Tea,1616.0,Decaf,755.0
1304,Iowa,113.0,576.0,216.0,Central,81,Herbal Tea,1744.0,Decaf,689.0
1305,Iowa,116.0,611.0,315.0,Central,77,Herbal Tea,1310.0,Decaf,727.0
1306,Iowa,120.0,672.0,356.0,Central,96,Herbal Tea,1742.0,Decaf,792.0
1307,Iowa,108.0,567.0,291.0,Central,75,Herbal Tea,1691.0,Decaf,675.0
1308,Iowa,62.0,298.0,114.0,Central,39,Herbal Tea,789.0,Decaf,360.0
1309,Iowa,56.0,262.0,134.0,Central,30,Herbal Tea,608.0,Decaf,318.0
1310,Iowa,56.0,285.0,151.0,Central,34,Herbal Tea,585.0,Decaf,341.0
1311,Iowa,58.0,296.0,159.0,Central,36,Herbal Tea,803.0,Decaf,354.0
1312,Iowa,97.0,521.0,164.0,Central,72,Tea,1715.0,Regular,618.0
1313,Iowa,94.0,498.0,155.0,Central,69,Tea,1775.0,Regular,592.0
1314,Iowa,95.0,501.0,156.0,Central,70,Tea,1820.0,Regular,596.0
1315,Iowa,88.0,487.0,209.0,Central,63,Tea,1436.0,Regular,575.0
1316,Iowa,95.0,534.0,232.0,Central,70,Tea,1820.0,Regular,629.0
1317,Iowa,144.0,654.0,216.0,Central,111,Tea,1838.0,Regular,798.0
1318,Iowa,132.0,611.0,273.0,Central,93,Tea,1419.0,Regular,743.0
1319,Iowa,125.0,569.0,251.0,Central,91,Tea,1391.0,Regular,694.0
1320,Iowa,147.0,716.0,331.0,Central,114,Tea,1783.0,Regular,863.0
1321,Iowa,127.0,581.0,257.0,Central,93,Tea,1784.0,Regular,708.0
1322,Iowa,17.0,45.0,10.0,Central,5,Coffee,818.0,Regular,62.0
1323,Iowa,17.0,45.0,10.0,Central,5,Coffee,816.0,Regular,62.0
1324,Iowa,17.0,49.0,12.0,Central,5,Coffee,829.0,Regular,66.0
1325,Iowa,17.0,48.0,15.0,Central,5,Coffee,816.0,Regular,65.0
1326,Iowa,18.0,60.0,23.0,Central,7,Coffee,854.0,Regular,78.0
1327,Iowa,16.0,42.0,12.0,Central,4,Coffee,848.0,Regular,58.0
1328,Iowa,32.0,75.0,9.0,Central,10,Coffee,1010.0,Regular,107.0
1329,Iowa,28.0,67.0,10.0,Central,9,Coffee,976.0,Regular,95.0
1330,Iowa,19.0,54.0,12.0,Central,7,Coffee,623.0,Decaf,73.0
1331,Iowa,19.0,54.0,12.0,Central,7,Coffee,620.0,Decaf,73.0
1332,Iowa,19.0,52.0,11.0,Central,7,Coffee,608.0,Decaf,71.0
1333,Iowa,19.0,54.0,12.0,Central,7,Coffee,605.0,Decaf,73.0
1334,Iowa,18.0,54.0,17.0,Central,7,Coffee,605.0,Decaf,72.0
1335,Iowa,15.0,26.0,-1.0,Central,3,Coffee,594.0,Decaf,41.0
1336,Iowa,16.0,41.0,9.0,Central,4,Espresso,772.0,Regular,57.0
1337,Iowa,17.0,58.0,18.0,Central,6,Espresso,806.0,Regular,75.0
1338,Iowa,17.0,50.0,16.0,Central,5,Espresso,774.0,Regular,67.0
1339,Iowa,15.0,49.0,18.0,Central,5,Espresso,808.0,Regular,64.0
1340,Iowa,11.0,43.0,32.0,Central,0,Espresso,774.0,Decaf,54.0
1341,Iowa,11.0,43.0,32.0,Central,0,Espresso,688.0,Decaf,54.0
1342,Iowa,12.0,43.0,31.0,Central,0,Espresso,430.0,Decaf,55.0
1343,Iowa,12.0,43.0,31.0,Central,0,Espresso,387.0,Decaf,55.0
