State,Total Expenses,Product,Sales,Market Size,Profit,Market,Marketing,Product Type,Inventory,Type
Connecticut,69,Columbian,311,Small Market,159,East,38,Coffee,962,Regular
Connecticut,57,Columbian,230,Small Market,109,East,30,Coffee,1102,Regular
Connecticut,69,Columbian,308,Small Market,156,East,37,Coffee,1166,Regular
Connecticut,16,Green Tea,47,Small Market,12,East,5,Tea,811,Regular
Connecticut,18,Green Tea,60,Small Market,18,East,6,Tea,806,Regular
Connecticut,21,Green Tea,82,Small Market,28,East,9,Tea,818,Regular
Connecticut,18,Green Tea,70,Small Market,31,East,7,Tea,772,Regular
Connecticut,19,Green Tea,66,Small Market,27,East,7,Tea,775,Regular
Connecticut,17,Green Tea,61,Small Market,25,East,6,Tea,809,Regular
Connecticut,21,Green Tea,87,Small Market,42,East,9,Tea,818,Regular
Connecticut,85,Caffe Mocha,149,Small Market,2,East,56,Espresso,612,Regular
Connecticut,83,Caffe Mocha,153,Small Market,1,East,54,Espresso,606,Regular
Connecticut,44,Decaf Espresso,114,Small Market,21,East,16,Espresso,392,Decaf
Connecticut,46,Decaf Espresso,139,Small Market,43,East,18,Espresso,305,Decaf
Connecticut,40,Decaf Espresso,107,Small Market,26,East,15,Espresso,367,Decaf
Connecticut,42,Decaf Espresso,120,Small Market,34,East,15,Espresso,380,Decaf
Connecticut,64,Lemon,178,Small Market,34,East,30,Herbal Tea,494,Decaf
Connecticut,61,Lemon,169,Small Market,32,East,28,Herbal Tea,613,Decaf
Connecticut,59,Lemon,150,Small Market,24,East,25,Herbal Tea,599,Decaf
Connecticut,64,Lemon,177,Small Market,34,East,30,Herbal Tea,593,Decaf
Connecticut,65,Lemon,201,Small Market,58,East,32,Herbal Tea,476,Decaf
Connecticut,56,Lemon,159,Small Market,39,East,27,Herbal Tea,606,Decaf
Connecticut,39,Mint,132,Small Market,33,East,18,Herbal Tea,1070,Decaf
Connecticut,36,Mint,110,Small Market,24,East,15,Herbal Tea,1064,Decaf
Connecticut,38,Mint,141,Small Market,50,East,20,Herbal Tea,1042,Decaf
Connecticut,36,Mint,131,Small Market,46,East,18,Herbal Tea,1070,Decaf
Connecticut,43,Mint,160,Small Market,56,East,21,Herbal Tea,1060,Decaf
Connecticut,25,Darjeeling,121,Small Market,47,East,13,Tea,809,Regular
Connecticut,22,Darjeeling,92,Small Market,33,East,10,Tea,876,Regular
Connecticut,27,Darjeeling,132,Small Market,51,East,15,Tea,885,Regular
Connecticut,27,Darjeeling,138,Small Market,73,East,14,Tea,821,Regular
Connecticut,25,Darjeeling,123,Small Market,64,East,13,Tea,821,Regular
Connecticut,19,Darjeeling,86,Small Market,44,East,9,Tea,894,Regular
Connecticut,20,Darjeeling,82,Small Market,39,East,9,Tea,890,Regular
Connecticut,26,Darjeeling,131,Small Market,70,East,14,Tea,898,Regular
Florida,25,Green Tea,130,Major Market,52,East,14,Tea,803,Regular
Florida,21,Green Tea,91,Major Market,44,East,9,Tea,777,Regular
Florida,25,Green Tea,143,Major Market,80,East,16,Tea,842,Regular
Florida,25,Green Tea,143,Major Market,80,East,16,Tea,870,Regular
Florida,102,Caffe Mocha,190,Major Market,9,East,72,Espresso,551,Regular
Florida,116,Caffe Mocha,230,Major Market,18,East,87,Espresso,683,Regular
Florida,107,Caffe Mocha,213,Major Market,14,East,72,Espresso,551,Regular
Florida,131,Caffe Mocha,294,Major Market,44,East,112,Espresso,717,Regular
Florida,56,Decaf Espresso,202,Major Market,60,East,28,Espresso,547,Decaf
Florida,25,Chamomile,109,Major Market,48,East,15,Herbal Tea,593,Decaf
Florida,53,Lemon,120,Major Market,13,East,20,Herbal Tea,312,Decaf
Florida,45,Mint,170,Major Market,47,East,24,Herbal Tea,995,Decaf
Florida,45,Mint,187,Major Market,76,East,26,Herbal Tea,1081,Decaf
Florida,21,Darjeeling,90,Major Market,44,East,8,Tea,821,Regular
Florida,22,Darjeeling,104,Major Market,52,East,12,Tea,864,Regular
Florida,61,Columbian,222,Major Market,73,East,29,Coffee,653,Regular
Florida,63,Columbian,283,Major Market,144,East,37,Coffee,822,Regular
Florida,49,Decaf Irish Cream,206,Major Market,71,East,26,Coffee,490,Decaf
Florida,112,Caffe Mocha,220,Major Market,16,East,83,Espresso,541,Regular
Florida,124,Caffe Mocha,250,Major Market,21,East,95,Espresso,716,Regular
Florida,124,Caffe Mocha,266,Major Market,31,East,95,Espresso,716,Regular
Florida,56,Decaf Espresso,201,Major Market,78,East,25,Espresso,432,Decaf
Florida,27,Chamomile,103,Major Market,31,East,14,Herbal Tea,605,Decaf
Florida,55,Lemon,127,Major Market,15,East,21,Herbal Tea,313,Decaf
Florida,55,Lemon,130,Major Market,17,East,22,Herbal Tea,338,Decaf
Florida,57,Lemon,140,Major Market,20,East,23,Herbal Tea,397,Decaf
Florida,58,Lemon,149,Major Market,24,East,25,Herbal Tea,391,Decaf
Florida,58,Lemon,159,Major Market,36,East,25,Herbal Tea,391,Decaf
Florida,57,Lemon,155,Major Market,34,East,24,Herbal Tea,403,Decaf
Florida,47,Mint,177,Major Market,49,East,25,Herbal Tea,1046,Decaf
Florida,53,Mint,226,Major Market,70,East,31,Herbal Tea,1073,Decaf
Florida,46,Mint,174,Major Market,48,East,24,Herbal Tea,1055,Decaf
Florida,51,Decaf Irish Cream,214,Major Market,74,East,27,Coffee,481,Decaf
Florida,59,Decaf Irish Cream,273,Major Market,100,East,35,Coffee,555,Decaf
Florida,59,Decaf Irish Cream,277,Major Market,102,East,35,Coffee,678,Decaf
Florida,53,Decaf Irish Cream,245,Major Market,120,East,29,Coffee,666,Decaf
Florida,23,Green Tea,129,Major Market,72,East,14,Tea,803,Regular
Florida,21,Green Tea,91,Major Market,45,East,9,Tea,863,Regular
Florida,115,Caffe Mocha,242,Major Market,25,East,86,Espresso,532,Regular
Florida,58,Decaf Espresso,212,Major Market,63,East,30,Espresso,533,Decaf
Florida,56,Decaf Espresso,215,Major Market,89,East,28,Espresso,547,Decaf
Florida,27,Chamomile,110,Major Market,46,East,14,Herbal Tea,605,Decaf
Florida,44,Mint,168,Major Market,61,East,21,Herbal Tea,965,Decaf
Florida,19,Darjeeling,80,Major Market,39,East,8,Tea,882,Regular
Florida,64,Columbian,265,Major Market,128,East,32,Coffee,798,Regular
Florida,49,Decaf Irish Cream,220,Major Market,105,East,26,Coffee,490,Decaf
Florida,52,Decaf Espresso,192,Major Market,76,East,25,Espresso,423,Decaf
Florida,28,Chamomile,119,Major Market,52,East,16,Herbal Tea,611,Decaf
Florida,27,Chamomile,114,Major Market,50,East,16,Herbal Tea,587,Decaf
Florida,51,Lemon,132,Major Market,26,East,22,Herbal Tea,403,Decaf
Florida,42,Mint,164,Major Market,62,East,21,Herbal Tea,957,Decaf
Florida,21,Darjeeling,89,Major Market,32,East,10,Tea,838,Regular
Florida,19,Darjeeling,70,Major Market,23,East,7,Tea,875,Regular
Florida,19,Darjeeling,75,Major Market,34,East,7,Tea,875,Regular
Florida,64,Columbian,249,Major Market,86,East,32,Coffee,798,Regular
Florida,51,Decaf Irish Cream,224,Major Market,104,East,26,Coffee,500,Decaf
Florida,141,Caffe Mocha,297,Major Market,32,East,112,Espresso,717,Regular
Florida,54,Decaf Espresso,208,Major Market,86,East,27,Espresso,575,Decaf
Florida,19,Chamomile,51,Major Market,10,East,7,Herbal Tea,573,Decaf
Florida,24,Darjeeling,105,Major Market,38,East,12,Tea,864,Regular
Florida,24,Darjeeling,110,Major Market,41,East,12,Tea,885,Regular
Florida,59,Columbian,205,Major Market,64,East,27,Coffee,788,Regular
Florida,60,Columbian,236,Major Market,108,East,29,Coffee,817,Regular
Florida,27,Green Tea,144,Major Market,58,East,16,Tea,842,Regular
Florida,52,Decaf Espresso,180,Major Market,51,East,25,Espresso,423,Decaf
Florida,54,Decaf Espresso,195,Major Market,58,East,27,Espresso,575,Decaf
Florida,54,Lemon,121,Major Market,13,East,20,Herbal Tea,391,Decaf
Florida,46,Mint,182,Major Market,53,East,25,Herbal Tea,1063,Decaf
Florida,46,Mint,188,Major Market,74,East,24,Herbal Tea,1079,Decaf
Florida,59,Columbian,210,Major Market,67,East,27,Coffee,632,Regular
Florida,57,Columbian,213,Major Market,93,East,26,Coffee,640,Regular
Florida,57,Decaf Irish Cream,267,Major Market,98,East,34,Coffee,502,Decaf
Florida,51,Decaf Irish Cream,218,Major Market,76,East,28,Coffee,656,Decaf
Florida,55,Decaf Irish Cream,275,Major Market,141,East,35,Coffee,678,Decaf
Florida,19,Green Tea,78,Major Market,28,East,8,Tea,856,Regular
Florida,52,Decaf Espresso,180,Major Market,51,East,25,Espresso,557,Decaf
Florida,22,Chamomile,76,Major Market,21,East,10,Herbal Tea,577,Decaf
Florida,19,Chamomile,52,Major Market,11,East,7,Herbal Tea,570,Decaf
Florida,54,Lemon,129,Major Market,19,East,20,Herbal Tea,391,Decaf
Florida,46,Mint,176,Major Market,50,East,24,Herbal Tea,1079,Decaf
Florida,45,Mint,175,Major Market,65,East,23,Herbal Tea,1063,Decaf
Florida,20,Darjeeling,93,Major Market,47,East,9,Tea,875,Regular
Florida,21,Darjeeling,100,Major Market,52,East,10,Tea,871,Regular
Florida,66,Decaf Irish Cream,336,Major Market,129,East,43,Coffee,692,Decaf
Florida,64,Decaf Irish Cream,341,Major Market,181,East,41,Coffee,690,Decaf
Florida,24,Green Tea,115,Major Market,44,East,13,Tea,772,Regular
Florida,116,Caffe Mocha,245,Major Market,27,East,87,Espresso,683,Regular
Florida,22,Chamomile,81,Major Market,31,East,10,Herbal Tea,577,Decaf
Florida,19,Chamomile,55,Major Market,16,East,7,Herbal Tea,570,Decaf
Florida,53,Lemon,118,Major Market,12,East,20,Herbal Tea,306,Decaf
Florida,54,Lemon,128,Major Market,18,East,20,Herbal Tea,301,Decaf
Florida,53,Lemon,139,Major Market,28,East,23,Herbal Tea,397,Decaf
Florida,57,Columbian,200,Major Market,63,East,26,Coffee,640,Regular
Florida,56,Columbian,197,Major Market,63,East,25,Coffee,798,Regular
Florida,60,Columbian,221,Major Market,73,East,29,Coffee,817,Regular
Florida,59,Columbian,233,Major Market,108,East,31,Coffee,697,Regular
Florida,49,Decaf Irish Cream,200,Major Market,67,East,26,Coffee,500,Decaf
Florida,57,Decaf Irish Cream,285,Major Market,145,East,34,Coffee,502,Decaf
Florida,61,Decaf Irish Cream,333,Major Market,178,East,43,Coffee,692,Decaf
Florida,20,Green Tea,81,Major Market,28,East,9,Tea,777,Regular
Florida,25,Green Tea,121,Major Market,47,East,13,Tea,779,Regular
Florida,26,Green Tea,134,Major Market,73,East,14,Tea,857,Regular
Florida,115,Caffe Mocha,224,Major Market,15,East,85,Espresso,694,Regular
Florida,113,Caffe Mocha,238,Major Market,25,East,84,Espresso,692,Regular
Florida,53,Decaf Espresso,180,Major Market,50,East,25,Espresso,432,Decaf
Florida,54,Decaf Espresso,208,Major Market,86,East,27,Espresso,433,Decaf
Florida,55,Decaf Espresso,225,Major Market,98,East,32,Espresso,575,Decaf
Florida,28,Chamomile,110,Major Market,34,East,15,Herbal Tea,617,Decaf
Florida,28,Chamomile,117,Major Market,50,East,15,Herbal Tea,617,Decaf
Florida,55,Lemon,133,Major Market,19,East,22,Herbal Tea,377,Decaf
Florida,51,Lemon,132,Major Market,26,East,22,Herbal Tea,377,Decaf
Florida,43,Mint,151,Major Market,39,East,21,Herbal Tea,965,Decaf
Florida,46,Mint,194,Major Market,79,East,25,Herbal Tea,1063,Decaf
Florida,20,Darjeeling,87,Major Market,32,East,9,Tea,875,Regular
Florida,54,Decaf Irish Cream,245,Major Market,89,East,31,Coffee,666,Decaf
Florida,51,Decaf Irish Cream,232,Major Market,113,East,28,Coffee,656,Decaf
Florida,24,Green Tea,126,Major Market,68,East,13,Tea,851,Regular
Florida,120,Caffe Mocha,262,Major Market,35,East,100,Espresso,665,Regular
Florida,54,Decaf Espresso,210,Major Market,87,East,30,Espresso,533,Decaf
Florida,52,Decaf Espresso,192,Major Market,76,East,25,Espresso,557,Decaf
Florida,20,Chamomile,56,Major Market,12,East,7,Herbal Tea,567,Decaf
Florida,54,Lemon,120,Major Market,12,East,20,Herbal Tea,301,Decaf
Florida,55,Lemon,135,Major Market,22,East,21,Herbal Tea,313,Decaf
Florida,42,Mint,150,Major Market,39,East,21,Herbal Tea,965,Decaf
Florida,22,Darjeeling,109,Major Market,57,East,12,Tea,885,Regular
Florida,56,Columbian,210,Major Market,93,East,25,Coffee,798,Regular
Florida,115,Caffe Mocha,227,Major Market,17,East,86,Espresso,554,Regular
Florida,112,Caffe Mocha,221,Major Market,17,East,83,Espresso,599,Regular
Florida,129,Caffe Mocha,264,Major Market,25,East,100,Espresso,665,Regular
Florida,51,Decaf Espresso,202,Major Market,86,East,28,Espresso,472,Decaf
Florida,25,Chamomile,109,Major Market,48,East,15,Herbal Tea,599,Decaf
Florida,20,Chamomile,68,Major Market,25,East,9,Herbal Tea,581,Decaf
Florida,54,Lemon,134,Major Market,24,East,21,Herbal Tea,385,Decaf
Florida,44,Mint,175,Major Market,68,East,25,Herbal Tea,1046,Decaf
Florida,20,Darjeeling,80,Major Market,28,East,8,Tea,817,Regular
Florida,61,Columbian,235,Major Market,106,East,27,Coffee,651,Regular
Florida,64,Decaf Irish Cream,320,Major Market,122,East,41,Coffee,690,Decaf
Florida,25,Green Tea,121,Major Market,47,East,13,Tea,767,Regular
Florida,115,Caffe Mocha,239,Major Market,22,East,85,Espresso,694,Regular
Florida,54,Decaf Espresso,200,Major Market,80,East,26,Espresso,415,Decaf
Florida,21,Chamomile,69,Major Market,18,East,9,Herbal Tea,581,Decaf
Florida,44,Mint,155,Major Market,40,East,22,Herbal Tea,950,Decaf
Florida,44,Mint,165,Major Market,59,East,22,Herbal Tea,950,Decaf
Florida,19,Darjeeling,75,Major Market,26,East,8,Tea,882,Regular
Florida,68,Columbian,286,Major Market,104,East,37,Coffee,810,Regular
Florida,61,Columbian,237,Major Market,108,East,29,Coffee,653,Regular
Florida,59,Decaf Irish Cream,282,Major Market,105,East,36,Coffee,636,Decaf
Florida,24,Green Tea,123,Major Market,65,East,13,Tea,772,Regular
Florida,112,Caffe Mocha,234,Major Market,24,East,83,Espresso,541,Regular
Florida,115,Caffe Mocha,242,Major Market,25,East,86,Espresso,554,Regular
Florida,104,Caffe Mocha,219,Major Market,23,East,83,Espresso,599,Regular
Florida,59,Decaf Espresso,231,Major Market,73,East,32,Espresso,565,Decaf
Florida,29,Chamomile,123,Major Market,53,East,15,Herbal Tea,623,Decaf
Florida,54,Lemon,126,Major Market,16,East,21,Herbal Tea,385,Decaf
Florida,42,Mint,154,Major Market,42,East,21,Herbal Tea,957,Decaf
Florida,43,Mint,161,Major Market,58,East,21,Herbal Tea,965,Decaf
Florida,49,Mint,224,Major Market,97,East,31,Herbal Tea,1073,Decaf
Florida,21,Darjeeling,94,Major Market,35,East,10,Tea,871,Regular
Florida,20,Darjeeling,85,Major Market,42,East,8,Tea,817,Regular
Florida,51,Decaf Irish Cream,228,Major Market,110,East,27,Coffee,481,Decaf
Florida,55,Decaf Irish Cream,271,Major Market,138,East,35,Coffee,555,Decaf
Florida,24,Green Tea,118,Major Market,46,East,13,Tea,851,Regular
Florida,21,Green Tea,85,Major Market,30,East,9,Tea,863,Regular
Florida,113,Caffe Mocha,223,Major Market,17,East,84,Espresso,692,Regular
Florida,55,Decaf Espresso,204,Major Market,62,East,28,Espresso,472,Decaf
Florida,59,Decaf Espresso,227,Major Market,71,East,32,Espresso,575,Decaf
Florida,56,Decaf Espresso,199,Major Market,58,East,28,Espresso,555,Decaf
Florida,28,Chamomile,110,Major Market,34,East,15,Herbal Tea,623,Decaf
Florida,28,Chamomile,112,Major Market,35,East,16,Herbal Tea,611,Decaf
Florida,29,Chamomile,115,Major Market,36,East,16,Herbal Tea,587,Decaf
Florida,21,Darjeeling,81,Major Market,27,East,9,Tea,813,Regular
Florida,21,Darjeeling,86,Major Market,40,East,9,Tea,813,Regular
Florida,20,Darjeeling,88,Major Market,44,East,10,Tea,838,Regular
Florida,63,Columbian,235,Major Market,78,East,31,Coffee,697,Regular
Florida,68,Columbian,278,Major Market,99,East,36,Coffee,767,Regular
Florida,68,Columbian,286,Major Market,104,East,37,Coffee,822,Regular
Florida,59,Columbian,224,Major Market,99,East,27,Coffee,632,Regular
Florida,54,Decaf Irish Cream,261,Major Market,132,East,31,Coffee,666,Decaf
Florida,28,Green Tea,154,Major Market,63,East,17,Tea,864,Regular
Florida,26,Green Tea,126,Major Market,49,East,14,Tea,857,Regular
Florida,25,Green Tea,129,Major Market,70,East,13,Tea,767,Regular
Florida,25,Green Tea,129,Major Market,70,East,13,Tea,779,Regular
Florida,26,Green Tea,153,Major Market,87,East,17,Tea,864,Regular
Florida,19,Green Tea,83,Major Market,42,East,8,Tea,856,Regular
Florida,54,Decaf Espresso,195,Major Market,58,East,27,Espresso,433,Decaf
Florida,55,Decaf Espresso,229,Major Market,101,East,32,Espresso,565,Decaf
Florida,19,Chamomile,54,Major Market,15,East,7,Herbal Tea,573,Decaf
Florida,20,Chamomile,60,Major Market,18,East,7,Herbal Tea,567,Decaf
Florida,55,Lemon,133,Major Market,19,East,22,Herbal Tea,403,Decaf
Florida,56,Lemon,134,Major Market,20,East,20,Herbal Tea,312,Decaf
Florida,53,Lemon,126,Major Market,18,East,20,Herbal Tea,306,Decaf
Florida,51,Lemon,129,Major Market,23,East,22,Herbal Tea,338,Decaf
Florida,48,Mint,189,Major Market,55,East,26,Herbal Tea,1081,Decaf
Florida,46,Mint,185,Major Market,71,East,24,Herbal Tea,1055,Decaf
Florida,21,Darjeeling,85,Major Market,30,East,9,Tea,821,Regular
Florida,21,Darjeeling,91,Major Market,45,East,9,Tea,821,Regular
Florida,63,Columbian,276,Major Market,137,East,36,Coffee,767,Regular
Florida,115,Caffe Mocha,227,Major Market,17,East,86,Espresso,532,Regular
Florida,149,Caffe Mocha,317,Major Market,35,East,120,Espresso,705,Regular
Florida,139,Caffe Mocha,314,Major Market,48,East,120,Espresso,705,Regular
Florida,54,Decaf Espresso,188,Major Market,54,East,26,Espresso,415,Decaf
Florida,56,Decaf Espresso,212,Major Market,86,East,28,Espresso,555,Decaf
Florida,27,Chamomile,110,Major Market,35,East,15,Herbal Tea,599,Decaf
Florida,27,Chamomile,110,Major Market,35,East,15,Herbal Tea,593,Decaf
Florida,42,Mint,168,Major Market,65,East,24,Herbal Tea,995,Decaf
Florida,24,Darjeeling,114,Major Market,44,East,12,Tea,880,Regular
Florida,58,Columbian,210,Major Market,68,East,27,Coffee,651,Regular
Florida,63,Columbian,283,Major Market,144,East,37,Coffee,810,Regular
Florida,59,Columbian,218,Major Market,95,East,27,Coffee,788,Regular
Florida,53,Decaf Irish Cream,230,Major Market,81,East,29,Coffee,666,Decaf
Florida,55,Decaf Irish Cream,279,Major Market,145,East,36,Coffee,636,Decaf
Florida,27,Green Tea,144,Major Market,58,East,16,Tea,870,Regular
Florida,57,Lemon,145,Major Market,23,East,24,Herbal Tea,403,Decaf
Florida,45,Mint,164,Major Market,44,East,23,Herbal Tea,1063,Decaf
Florida,20,Darjeeling,80,Major Market,28,East,8,Tea,821,Regular
Florida,22,Darjeeling,113,Major Market,61,East,12,Tea,880,Regular
Illinois,90,Columbian,345,Major Market,111,Central,47,Coffee,862,Regular
Illinois,94,Columbian,367,Major Market,119,Central,50,Coffee,829,Regular
Illinois,109,Columbian,456,Major Market,156,Central,63,Coffee,865,Regular
Illinois,72,Decaf Irish Cream,376,Major Market,150,Central,49,Coffee,833,Decaf
Illinois,55,Decaf Irish Cream,262,Major Market,136,Central,30,Coffee,608,Decaf
Illinois,115,Caffe Mocha,587,Major Market,220,Central,83,Espresso,1316,Regular
Illinois,113,Caffe Mocha,604,Major Market,313,Central,80,Espresso,1260,Regular
Illinois,90,Decaf Espresso,478,Major Market,149,Central,66,Espresso,1464,Decaf
Illinois,39,Lemon,190,Major Market,68,Central,27,Herbal Tea,584,Decaf
Illinois,27,Darjeeling,134,Major Market,53,Central,15,Tea,456,Regular
Illinois,40,Darjeeling,245,Major Market,105,Central,28,Tea,598,Regular
Illinois,33,Darjeeling,187,Major Market,78,Central,21,Tea,580,Regular
Illinois,28,Darjeeling,150,Major Market,83,Central,15,Tea,456,Regular
Illinois,100,Columbian,463,Major Market,225,Central,64,Coffee,1167,Regular
Illinois,128,Caffe Mocha,678,Major Market,259,Central,96,Espresso,1742,Regular
Illinois,108,Caffe Mocha,532,Major Market,196,Central,75,Espresso,1691,Regular
Illinois,35,Chamomile,213,Major Market,91,Central,24,Herbal Tea,756,Decaf
Illinois,37,Chamomile,223,Major Market,95,Central,25,Herbal Tea,777,Decaf
Illinois,38,Lemon,178,Major Market,62,Central,25,Herbal Tea,593,Decaf
Illinois,40,Mint,262,Major Market,157,Central,26,Herbal Tea,821,Decaf
Illinois,96,Columbian,387,Major Market,129,Central,53,Coffee,1148,Regular
Illinois,52,Decaf Irish Cream,234,Major Market,87,Central,30,Coffee,608,Decaf
Illinois,62,Decaf Irish Cream,301,Major Market,116,Central,39,Coffee,611,Decaf
Illinois,67,Decaf Irish Cream,373,Major Market,207,Central,49,Coffee,817,Decaf
Illinois,109,Caffe Mocha,546,Major Market,203,Central,77,Espresso,1310,Regular
Illinois,115,Caffe Mocha,626,Major Market,326,Central,83,Espresso,1316,Regular
Illinois,116,Caffe Mocha,628,Major Market,326,Central,83,Espresso,1686,Regular
Illinois,90,Decaf Espresso,516,Major Market,226,Central,72,Espresso,1715,Decaf
Illinois,46,Chamomile,302,Major Market,133,Central,34,Herbal Tea,959,Decaf
Illinois,45,Mint,301,Major Market,133,Central,34,Herbal Tea,947,Decaf
Illinois,48,Mint,323,Major Market,143,Central,36,Herbal Tea,994,Decaf
Illinois,37,Mint,249,Major Market,151,Central,26,Herbal Tea,799,Decaf
Illinois,33,Darjeeling,189,Major Market,79,Central,21,Tea,449,Regular
Illinois,26,Darjeeling,133,Major Market,53,Central,15,Tea,601,Regular
Illinois,34,Darjeeling,211,Major Market,123,Central,22,Tea,460,Regular
Illinois,45,Earl Grey,134,Major Market,46,Central,17,Tea,641,Regular
Illinois,55,Earl Grey,201,Major Market,88,Central,24,Tea,659,Regular
Illinois,91,Columbian,354,Major Market,115,Central,48,Coffee,844,Regular
Illinois,121,Columbian,567,Major Market,208,Central,78,Coffee,1190,Regular
Illinois,91,Columbian,377,Major Market,171,Central,48,Coffee,844,Regular
Illinois,103,Columbian,474,Major Market,230,Central,66,Coffee,1095,Regular
Illinois,116,Columbian,569,Major Market,288,Central,73,Coffee,1191,Regular
Illinois,62,Decaf Irish Cream,321,Major Market,172,Central,39,Coffee,611,Decaf
Illinois,63,Decaf Irish Cream,332,Major Market,181,Central,40,Coffee,830,Decaf
Illinois,113,Caffe Mocha,567,Major Market,211,Central,80,Espresso,1260,Regular
Illinois,121,Caffe Mocha,634,Major Market,241,Central,89,Espresso,1616,Regular
Illinois,114,Caffe Mocha,611,Major Market,316,Central,77,Espresso,1310,Regular
Illinois,117,Caffe Mocha,637,Major Market,332,Central,84,Espresso,1662,Regular
Illinois,87,Decaf Espresso,457,Major Market,142,Central,63,Espresso,1436,Decaf
Illinois,97,Decaf Espresso,521,Major Market,164,Central,72,Espresso,1715,Decaf
Illinois,98,Decaf Espresso,532,Major Market,168,Central,74,Espresso,1819,Decaf
Illinois,94,Decaf Espresso,498,Major Market,155,Central,69,Espresso,1775,Decaf
Illinois,90,Decaf Espresso,478,Major Market,149,Central,66,Espresso,1755,Decaf
Illinois,35,Chamomile,219,Major Market,95,Central,24,Herbal Tea,777,Decaf
Illinois,41,Chamomile,256,Major Market,111,Central,29,Herbal Tea,952,Decaf
Illinois,45,Chamomile,290,Major Market,127,Central,33,Herbal Tea,930,Decaf
Illinois,35,Chamomile,227,Major Market,135,Central,24,Herbal Tea,756,Decaf
Illinois,46,Chamomile,322,Major Market,197,Central,34,Herbal Tea,928,Decaf
Illinois,40,Lemon,199,Major Market,72,Central,28,Herbal Tea,564,Decaf
Illinois,27,Lemon,119,Major Market,54,Central,17,Herbal Tea,554,Decaf
Illinois,31,Lemon,141,Major Market,64,Central,19,Herbal Tea,548,Decaf
Illinois,24,Lemon,96,Major Market,40,Central,12,Herbal Tea,541,Decaf
Illinois,25,Lemon,98,Major Market,40,Central,13,Herbal Tea,536,Decaf
Illinois,27,Lemon,106,Major Market,43,Central,14,Herbal Tea,531,Decaf
Illinois,37,Mint,254,Major Market,155,Central,29,Herbal Tea,871,Decaf
Illinois,43,Mint,309,Major Market,192,Central,35,Herbal Tea,1007,Decaf
Illinois,45,Mint,320,Major Market,197,Central,36,Herbal Tea,994,Decaf
Illinois,36,Mint,224,Major Market,131,Central,24,Herbal Tea,1003,Decaf
Illinois,37,Darjeeling,230,Major Market,99,Central,26,Tea,562,Regular
Illinois,34,Darjeeling,228,Major Market,137,Central,26,Tea,608,Regular
Illinois,37,Darjeeling,243,Major Market,145,Central,28,Tea,598,Regular
Illinois,48,Earl Grey,135,Major Market,33,Central,17,Tea,641,Regular
Illinois,45,Earl Grey,130,Major Market,43,Central,17,Tea,668,Regular
Illinois,101,Columbian,461,Major Market,222,Central,64,Coffee,956,Regular
Illinois,63,Decaf Irish Cream,312,Major Market,122,Central,40,Coffee,671,Decaf
Illinois,116,Caffe Mocha,589,Major Market,220,Central,83,Espresso,1686,Regular
Illinois,46,Chamomile,322,Major Market,197,Central,34,Herbal Tea,959,Decaf
Illinois,39,Mint,245,Major Market,106,Central,28,Herbal Tea,822,Decaf
Illinois,34,Darjeeling,228,Major Market,137,Central,26,Tea,562,Regular
Illinois,49,Earl Grey,131,Major Market,30,Central,17,Tea,662,Regular
Illinois,109,Columbian,465,Major Market,161,Central,64,Coffee,956,Regular
Illinois,109,Columbian,486,Major Market,232,Central,63,Coffee,865,Regular
Illinois,96,Columbian,412,Major Market,191,Central,53,Coffee,1148,Regular
Illinois,56,Decaf Irish Cream,267,Major Market,102,Central,34,Coffee,585,Decaf
Illinois,69,Decaf Irish Cream,345,Major Market,135,Central,45,Coffee,764,Decaf
Illinois,72,Decaf Irish Cream,376,Major Market,150,Central,49,Coffee,817,Decaf
Illinois,63,Decaf Irish Cream,312,Major Market,122,Central,40,Coffee,830,Decaf
Illinois,130,Caffe Mocha,687,Major Market,262,Central,97,Espresso,1714,Regular
Illinois,119,Caffe Mocha,672,Major Market,357,Central,96,Espresso,1742,Regular
Illinois,108,Caffe Mocha,567,Major Market,291,Central,75,Espresso,1691,Regular
Illinois,88,Decaf Espresso,456,Major Market,140,Central,63,Espresso,1459,Decaf
Illinois,96,Decaf Espresso,521,Major Market,165,Central,72,Espresso,1559,Decaf
Illinois,94,Decaf Espresso,501,Major Market,157,Central,70,Espresso,1820,Decaf
Illinois,87,Decaf Espresso,487,Major Market,211,Central,63,Espresso,1436,Decaf
Illinois,91,Decaf Espresso,509,Major Market,220,Central,66,Espresso,1417,Decaf
Illinois,42,Chamomile,276,Major Market,121,Central,31,Herbal Tea,897,Decaf
Illinois,46,Chamomile,301,Major Market,132,Central,34,Herbal Tea,941,Decaf
Illinois,39,Chamomile,259,Major Market,156,Central,27,Herbal Tea,766,Decaf
Illinois,39,Chamomile,274,Major Market,167,Central,31,Herbal Tea,897,Decaf
Illinois,39,Lemon,190,Major Market,68,Central,27,Herbal Tea,623,Decaf
Illinois,39,Lemon,193,Major Market,70,Central,27,Herbal Tea,603,Decaf
Illinois,40,Lemon,190,Major Market,67,Central,27,Herbal Tea,574,Decaf
Illinois,31,Lemon,132,Major Market,43,Central,19,Herbal Tea,548,Decaf
Illinois,24,Lemon,90,Major Market,27,Central,12,Herbal Tea,541,Decaf
Illinois,39,Lemon,206,Major Market,104,Central,27,Herbal Tea,603,Decaf
